19895,
700046,26101
836914,26102
837160,26103
837127,26104
836792,26105
836691,26106
837089,26107
837049,26108
837162,26109
704463,5001
700634,5002
700687,5003
700603,5004
700507,5005
702978,5006
700782,5007
700656,5008
702935,5009
704621,5010
700676,5011
700611,5012
704293,5013
700702,5014
702939,5015
700700,5016
702402,5017
700950,5018
702324,5019
700671,5020
703097,5021
702416,5022
700991,5023
702258,5024
700438,5025
700320,5026
700248,5027
702104,5028
702886,5029
702191,5030
700127,5031
700402,5032
551152,5033
702272,5034
700321,5035
704762,5036
702953,5037
702250,5038
704769,5039
700378,5040
703090,5041
702252,5042
700454,5043
704732,5044
703089,5045
700382,5046
700307,5047
704712,5048
700420,5049
700608,5050
700224,5051
700225,5052
702197,5053
704784,5054
704783,5055
704786,5056
702922,5057
704095,5058
702902,5059
702207,5060
702180,5061
700236,5062
702164,5063
700152,5064
702120,5065
700189,5066
700095,5067
700196,5068
700110,5069
700114,5070
700093,5071
702169,5072
700045,5073
702171,5074
700133,5075
700060,5076
700155,5077
551306,5078
700195,5079
701211,5080
701212,5081
703016,5082
704728,5083
702554,5084
701225,5085
704725,5086
701214,5087
701154,5088
701186,5089
701029,5090
703107,5091
701204,5092
704720,5093
700977,5094
701058,5095
701060,5096
701132,5097
704664,5098
702545,5099
702575,5100
702594,5101
703017,5102
703024,5103
701325,5104
702618,5105
410012,5106
551266,5107
701171,5108
702506,5109
704687,5110
702481,5111
701341,5112
551233,5113
701146,5114
701055,5115
704658,5116
701178,5117
704669,5118
701175,5119
701001,5120
701685,5121
701591,5122
704628,5123
701670,5124
703052,5125
704639,5126
702711,5127
704598,5128
701411,5129
701440,5130
702666,5131
701348,5132
551215,5133
703039,5134
702636,5135
701445,5136
702387,5137
700849,5138
702976,5139
702438,5140
700778,5141
700828,5142
702380,5143
702430,5144
702411,5145
700961,5146
702972,5147
702971,5148
700754,5149
703101,5150
702981,5151
700827,5152
702437,5153
702397,5154
700951,5155
702442,5156
702990,5157
701053,5158
700870,5159
702420,5160
702988,5161
700927,5162
700869,5163
701045,5164
701061,5165
702444,5166
702466,5167
701062,5168
702502,5169
702501,5170
702526,5171
702446,5172
701245,5173
702578,5174
551189,5175
701277,5176
702563,5177
701157,5178
704838,5179
702574,5180
701224,5181
701344,5182
701278,5183
551179,5184
702548,5185
704837,5186
701448,5187
702659,5188
701467,5189
703043,5190
701545,5191
701394,5192
551198,5193
702647,5194
702649,5195
701490,5196
701598,5197
701573,5198
701495,5199
701436,5200
702798,5201
704138,5202
701884,5203
410019,5204
703059,5205
702809,5206
701877,5207
702047,5208
702849,5209
704117,5210
704168,5211
704316,5212
702855,5213
704186,5214
702011,5215
702779,5216
702807,5217
701896,5218
702788,5219
702790,5220
704113,5221
701850,5222
701697,5223
701633,5224
701774,5225
702020,5226
702828,5227
701724,5228
702751,5229
702839,5230
702003,5231
410021,5232
702804,5233
701998,5234
702756,5235
702860,5236
702872,5237
701360,5238
701235,5239
701375,5240
701555,5241
701402,5242
701217,5243
703014,5244
701118,5245
701282,5246
702600,5247
701367,5248
702626,5249
701307,5250
702550,5251
701330,5252
551064,5253
551049,5254
701469,5255
701220,5256
702590,5257
701289,5258
701308,5259
701191,5260
703044,5261
702684,5262
701508,5263
551128,5264
701509,5265
703046,5266
701566,5267
701570,5268
701647,5269
701603,5270
701506,5271
701626,5272
702738,5273
701665,5274
701772,5275
551119,5276
702001,5277
702838,5278
701713,5279
550981,5280
551046,5281
720041,5282
702090,5283
550947,5284
702880,5285
550904,5286
700026,5287
703110,5288
701024,5289
700966,5290
701008,5291
702471,5292
700993,5293
551158,5294
701109,5295
702461,5296
700723,5297
700724,5298
700851,5299
702310,5300
700679,5301
700826,5302
700985,5303
702319,5304
703142,5305
702342,5306
700852,5307
701163,5308
702995,5309
700845,5310
702389,5311
700801,5312
700789,5313
