1,1,48,48,24,250,250,0,1842373
2,1,48,48,24,250,250,0,1168521
3,1,48,48,24,250,250,0,411823
4,1,48,48,24,250,250,0,2282366
5,1,48,48,24,250,250,0,1775856
6,1,48,48,24,250,250,0,1134120
7,1,48,48,24,250,250,0,605402
8,26,72,48,48,480,490,1,236936
9,2,48,48,12,100,100,0,13922316
10,2,48,48,12,100,100,0,1843513
11,2,48,48,24,100,100,0,417893
12,2,48,48,24,100,100,0,1449381
13,5,72,72,48,140,140,1,1348988
331,5,72,72,48,140,140,1,9268571.429
14,5,72,72,48,140,140,1,2674048
15,5,72,72,48,140,140,1,170117
16,5,72,72,24,140,140,1,5771823
17,5,72,72,24,140,140,1,789726
271,5,72,72,24,140,140,1,4146489.714
18,5,72,72,24,140,140,1,15898093
19,5,72,72,24,140,140,1,6697948
20,5,72,72,48,140,140,1,677267
21,5,72,72,24,140,140,1,3812278
22,5,72,72,48,140,140,1,173011
23,5,72,72,24,140,140,1,6645405
24,5,72,72,24,140,140,1,9067953
25,5,72,72,24,140,140,1,2881421
252,5,72,72,24,140,140,1,3297157.143
26,6,48,24,12,265,265,0,12714306
27,8,48,48,24,180,180,0,1139963
28,8,48,48,24,180,180,0,1174898
29,8,48,48,24,180,180,0,1089856
30,8,48,48,24,180,180,0,8858250
31,9,72,72,48,225,200,0,1456537
32,9,72,72,48,225,200,0,245273
33,9,72,72,48,225,200,0,290176
34,10,72,96,48,150,175,1,1012744
35,10,72,96,48,150,175,1,6220793
36,10,72,96,24,150,175,1,4652000
361,12,48,48,48,100,225,1,483865
37,13,72,48,24,160,160,1,13520000
38,13,72,48,24,160,160,1,670421
39,14,48,48,24,120,120,0,679921
40,14,48,48,12,120,120,0,10250483
41,14,48,48,24,120,120,0,13172975
42,14,48,48,24,120,120,0,1382426
43,15,24,24,12,150,150,0,59826266
44,17,48,96,48,165,165,0,2324378
45,17,48,96,48,165,165,0,3732552
46,17,48,96,48,165,165,0,770793
47,20,120,168,48,450,650,0,3267480
48,231,96,192,48,143,143,0,324808
485,231,96,192,48,143,143,0,722857.1429
486,231,96,192,48,143,143,0,845714.2857
49,234,96,96,48,125,115,0,1556921
491,234,96,96,48,125,115,0,373175.4336
492,234,96,96,48,125,115,0,239599.1929
50,237,72,144,48,175,200,0,2371934
501,237,72,144,48,175,200,0,722857.1429
51,238,72,96,48,318,307,0,845714.2857
52,238,72,96,48,318,307,0,1790002
53,24,72,48,24,185,185,0,2960869
54,25,96,72,48,115,150,0,754969
55,25,96,72,48,115,150,0,1583824
56,26,72,48,48,480,490,0,1765028
57,34,24,48,24,600,650,0,772846
58,34,24,48,24,600,650,0,1638430
59,33,48,24,24,400,420,0,1600335
61,33,48,24,24,400,420,0,4620696
62,33,48,24,24,400,420,0,7503610
63,33,48,24,24,400,420,0,14607896
64,35,48,72,24,200,300,0,2390060
65,35,48,72,24,200,300,0,1903348
66,39,24,24,24,65,265,0,2613486
67,39,24,24,24,65,265,0,5789080
68,36,72,72,48,220,250,0,577784
69,41,24,48,48,50,215,0,248629
691,41,24,48,48,50,215,0,1491567.143
70,35,48,72,24,200,300,0,817278
71,35,48,72,24,200,300,0,963474
72,43,72,72,48,450,500,0,801776
73,44,24,48,48,325,410,0,1736650
74,46,72,48,48,495,740,0,2291004
75,45,96,48,48,200,950,0,2729247
76,33,48,24,24,400,420,0,3193608
77,33,48,24,24,400,420,0,1727500
78,33,48,24,24,400,420,0,947128
79,33,48,24,24,400,420,0,902799
80,33,48,24,24,400,420,0,4193647
81,33,48,24,24,400,420,0,2603948
82,33,48,24,24,400,420,0,1238490
83,33,48,24,24,400,420,0,1495608
84,33,48,24,24,400,420,0,6138692
841,34,24,48,24,600,650,0,781428.5714
85,34,24,48,24,600,650,0,1744187
86,52,72,48,48,170,150,0,1565103
87,51,48,96,48,360,320,0,856641
88,48,72,120,48,330,395,0,2394843
89,49,72,72,48,210,210,0,1069503
90,49,72,72,48,210,210,0,1085802
91,49,72,72,48,210,210,0,864757
92,52,72,48,48,170,150,0,4514407
93,53,288,360,48,800,800,0,637037
94,55,72,72,48,500,500,0,468351
95,55,72,72,48,500,500,0,422130
